make,vehicle_class,engine_liters,cylinders,transmission,fuel_type,fuel_consumption_liters_100km,co2_emissions,co2_bins
hyundai,full-size,2.4,4,as6,x,8.1,190,"Surcharge of $20,000"
hyundai,mid-size,2,4,am6,x,5.7,135,No Tax or Rebate
hyundai,mid-size,2,4,am6,x,5.6,132,No Tax or Rebate
hyundai,suv: small,2.4,4,as6,x,10.1,240,"Surcharge of $20,000"
hyundai,compact,2,4,m6,x,8.4,198,"Surcharge of $20,000"
hyundai,compact,1.6,4,m6,x,8.3,197,"Surcharge of $20,000"
infiniti,mid-size,2,4,as7,z,9.7,229,"Surcharge of $20,000"
infiniti,mid-size,3,6,as7,z,10.8,253,"Surcharge of $20,000"
infiniti,subcompact,2,4,as7,z,10,233,"Surcharge of $20,000"
infiniti,mid-size,3.7,6,as7,z,11.7,275,"Surcharge of $20,000"
infiniti,mid-size,5.6,8,as7,z,12.8,301,"Surcharge of $20,000"
infiniti,suv: small,2,4,av8,z,9,211,"Surcharge of $20,000"
infiniti,suv: standard,5.6,8,as7,z,15.1,354,"Surcharge of $20,000"
jaguar,suv: small,2,4,as8,d,8.1,218,"Surcharge of $20,000"
jaguar,suv: small,3,6,as8,z,11.8,277,"Surcharge of $20,000"
jaguar,two-seater,2,4,as8,z,9.2,215,"Surcharge of $20,000"
jaguar,two-seater,3,6,m6,z,12.6,296,"Surcharge of $20,000"
jaguar,two-seater,3,6,m6,z,12.9,302,"Surcharge of $20,000"
jaguar,two-seater,2,4,as8,z,9.2,215,"Surcharge of $20,000"
jaguar,two-seater,3,6,m6,z,12.6,296,"Surcharge of $20,000"
jaguar,two-seater,3,6,m6,z,12.9,302,"Surcharge of $20,000"
jaguar,two-seater,5,8,as8,z,13.3,311,"Surcharge of $20,000"
jaguar,two-seater,5,8,as8,z,13.3,311,"Surcharge of $20,000"
jaguar,compact,2,4,as8,d,6.9,186,"Surcharge of $20,000"
jaguar,compact,2,4,as8,z,8.5,200,"Surcharge of $20,000"
jaguar,compact,3,6,as8,z,10.2,238,"Surcharge of $20,000"
jaguar,mid-size,2,4,as8,d,6.9,186,"Surcharge of $20,000"
jaguar,mid-size,3,6,as8,z,10.4,243,"Surcharge of $20,000"
jaguar,full-size,3,6,as8,z,11.8,276,"Surcharge of $20,000"
jaguar,full-size,3,6,as8,z,11.9,280,"Surcharge of $20,000"
jaguar,full-size,5,8,as8,z,13.3,313,"Surcharge of $20,000"
jeep,suv: small,2.4,4,a9,x,9.3,219,"Surcharge of $20,000"
jeep,suv: small,2.4,4,a9,x,9.8,230,"Surcharge of $20,000"
jeep,suv: small,2.4,4,a6,x,9.3,218,"Surcharge of $20,000"
jeep,suv: small,2.4,4,a9,x,9.5,222,"Surcharge of $20,000"
jeep,suv: standard,3.6,6,a8,x,11.3,265,"Surcharge of $20,000"
jeep,suv: standard,3,6,a8,d,10,268,"Surcharge of $20,000"
jeep,suv: small,2.4,4,a9,x,9.5,222,"Surcharge of $20,000"
jeep,suv: small,2.4,4,a9,x,9.8,230,"Surcharge of $20,000"
jeep,suv: small,2,4,a8,x,10,233,"Surcharge of $20,000"
jeep,suv: small,3.6,6,a8,x,11.8,274,"Surcharge of $20,000"
jeep,suv: small,3.6,6,m6,x,11.8,277,"Surcharge of $20,000"
jeep,suv: small,2,4,a8,x,10.5,245,"Surcharge of $20,000"
jeep,suv: small,3.6,6,a8,x,11.7,275,"Surcharge of $20,000"
jeep,suv: small,3.6,6,m6,x,12.2,285,"Surcharge of $20,000"
kia,full-size,3.3,6,as8,x,10.2,238,"Surcharge of $20,000"
kia,mid-size,2,4,av,x,6.9,164,"Surcharge of $10,000"
kia,full-size,2,4,as6,x,9.7,230,"Surcharge of $20,000"
kia,mid-size,2,4,am6,x,5.7,133,No Tax or Rebate
kia,compact,1.6,4,as6,x,7.5,177,"Surcharge of $10,000"
kia,compact,1.6,4,m6,x,7.5,175,"Surcharge of $10,000"
kia,suv: small,2.4,4,as6,x,9.6,225,"Surcharge of $20,000"
kia,suv: small,3.3,6,as8,x,11.2,265,"Surcharge of $20,000"
kia,station wagon: small,1.6,4,am7,x,8.5,199,"Surcharge of $20,000"
kia,station wagon: small,1.6,4,as6,x,8.4,198,"Surcharge of $20,000"
kia,station wagon: small,2,4,as6,x,8.7,206,"Surcharge of $20,000"
kia,suv: small,2.4,4,as6,x,9.2,218,"Surcharge of $20,000"
kia,suv: small,2,4,as6,x,11.1,263,"Surcharge of $20,000"
kia,suv: small,2.4,4,as6,x,10.5,247,"Surcharge of $20,000"
kia,mid-size,2,4,as8,z,9.7,229,"Surcharge of $20,000"
lamborghini,two-seater,6.5,12,am7,z,21.5,487,"Surcharge of $20,000"
lamborghini,two-seater,5.2,10,am7,z,15.9,366,"Surcharge of $20,000"
lamborghini,two-seater,5.2,10,am7,z,15.7,370,"Surcharge of $20,000"
lamborghini,two-seater,5.2,10,am7,z,15.9,366,"Surcharge of $20,000"
lamborghini,two-seater,5.2,10,am7,z,15.7,370,"Surcharge of $20,000"
lamborghini,two-seater,5.2,10,am7,z,15.7,370,"Surcharge of $20,000"
lamborghini,two-seater,5.2,10,am7,z,15.7,370,"Surcharge of $20,000"
land rover,suv: small,2,4,as9,z,10.5,246,"Surcharge of $20,000"
land rover,suv: standard,3,6,as8,z,12.4,291,"Surcharge of $20,000"
land rover,suv: standard,5,8,as8,z,13,305,"Surcharge of $20,000"
land rover,suv: standard,3,6,as8,z,12.4,291,"Surcharge of $20,000"
land rover,suv: small,2,4,as9,z,9.6,225,"Surcharge of $20,000"
land rover,suv: small,2,4,as9,z,9.8,231,"Surcharge of $20,000"
land rover,suv: small,2,4,as8,d,8.5,229,"Surcharge of $20,000"
lexus,mid-size,2.5,4,av6,x,5.3,124,"Rebate of $10,000"
lexus,mid-size,3.5,6,as8,x,9.1,211,"Surcharge of $20,000"
lexus,suv: standard,4.6,8,as6,z,14.6,341,"Surcharge of $20,000"
lexus,mid-size,3.4,6,as10,z,11.1,261,"Surcharge of $20,000"
lexus,suv: standard,5.7,8,as8,z,15.8,371,"Surcharge of $20,000"
lexus,subcompact,5,8,as8,z,12.6,289,"Surcharge of $20,000"
lexus,mid-size,2,4,as10,x,7.2,168,"Surcharge of $10,000"
lexus,compact,2,4,av6,x,5.6,130,No Tax or Rebate
lincoln,full-size,2.7,6,as6,x,12,281,"Surcharge of $20,000"
lincoln,suv: small,2,4,as6,x,11,257,"Surcharge of $20,000"
lincoln,suv: small,2,4,as6,x,10.9,256,"Surcharge of $20,000"
lincoln,suv: small,2.3,4,as6,x,11.5,270,"Surcharge of $20,000"
lincoln,suv: standard,3.5,6,as6,x,13.7,322,"Surcharge of $20,000"
lincoln,special purpose vehicle,3.7,6,a6,x,12.7,297,"Surcharge of $20,000"
lincoln,mid-size,3,6,as6,x,11.8,278,"Surcharge of $20,000"
lincoln,mid-size,2,4,av,x,5.9,139,No Tax or Rebate
lincoln,suv: small,2,4,as8,x,10.7,250,"Surcharge of $20,000"
lincoln,suv: small,2.7,6,as8,x,11,259,"Surcharge of $20,000"
lincoln,suv: standard,3.5,6,as10,x,13.4,314,"Surcharge of $20,000"
maserati,mid-size,3,6,as8,z,12.6,295,"Surcharge of $20,000"
maserati,mid-size,3,6,as8,z,12.6,295,"Surcharge of $20,000"
maserati,subcompact,4.7,8,as6,z,15,354,"Surcharge of $20,000"
maserati,suv: standard,3,6,as8,z,14,330,"Surcharge of $20,000"
maserati,suv: standard,3.8,8,as8,z,15.3,360,"Surcharge of $20,000"
maserati,suv: standard,3.8,8,as8,z,15.3,360,"Surcharge of $20,000"
maserati,full-size,3,6,as8,z,12.8,299,"Surcharge of $20,000"
maserati,full-size,3,6,as8,z,12.8,301,"Surcharge of $20,000"
mazda,compact,2,4,m6,x,8,186,"Surcharge of $20,000"
mazda,suv: small,2,4,m6,x,8.8,206,"Surcharge of $20,000"
mazda,suv: small,2.5,4,as6,x,9.8,230,"Surcharge of $20,000"
mazda,suv: small,2.2,4,as6,d,8.4,227,"Surcharge of $20,000"
mazda,suv: small,2.5,4,as6,x,9.6,225,"Surcharge of $20,000"
mazda,suv: small,2.5,4,as6,x,10.5,244,"Surcharge of $20,000"
mazda,mid-size,2.5,4,m6,x,8.1,189,"Surcharge of $20,000"
mazda,mid-size,2.5,4,as6,x,8,187,"Surcharge of $20,000"
mercedes-benz,subcompact,2,4,am7,z,8.4,195,"Surcharge of $20,000"
mercedes-benz,subcompact,2,4,am7,z,8.5,199,"Surcharge of $20,000"
mercedes-benz,station wagon: small,2,4,am7,z,8.3,192,"Surcharge of $20,000"
mercedes-benz,station wagon: small,2,4,am7,z,8.6,201,"Surcharge of $20,000"
mercedes-benz,minicompact,2,4,am7,z,9.2,217,"Surcharge of $20,000"
mercedes-benz,station wagon: mid-size,3,6,a9,z,10.2,239,"Surcharge of $20,000"
mercedes-benz,station wagon: mid-size,2,4,am7,z,9.6,225,"Surcharge of $20,000"
mercedes-benz,suv: small,3,6,a9,z,11.2,262,"Surcharge of $20,000"
mercedes-benz,suv: small,3,6,a9,z,11.3,265,"Surcharge of $20,000"
mercedes-benz,suv: standard,3,6,a9,z,12.4,292,"Surcharge of $20,000"
mercedes-benz,suv: standard,3,6,a9,z,12.6,297,"Surcharge of $20,000"
mercedes-benz,suv: standard,4.7,8,a7,z,15.8,370,"Surcharge of $20,000"
mercedes-benz,suv: standard,4.7,8,a7,z,15.2,357,"Surcharge of $20,000"
mercedes-benz,suv: standard,4.7,8,a7,z,15.7,370,"Surcharge of $20,000"
mercedes-benz,compact,3,6,a9,z,11.2,264,"Surcharge of $20,000"
mercedes-benz,compact,4,8,a9,z,13.7,323,"Surcharge of $20,000"
mercedes-benz,compact,4,8,a9,z,13.7,324,"Surcharge of $20,000"
mercedes-benz,two-seater,4,8,am7,z,13.5,315,"Surcharge of $20,000"
mercedes-benz,two-seater,4,8,am7,z,13.5,315,"Surcharge of $20,000"
mercedes-benz,subcompact,6,12,a9,z,14.3,337,"Surcharge of $20,000"
mercedes-benz,compact,6,12,a9,z,14.6,343,"Surcharge of $20,000"
mercedes-benz,two-seater,5.5,8,a7,z,13,303,"Surcharge of $20,000"
mercedes-benz,two-seater,3,6,a9,z,10.2,238,"Surcharge of $20,000"
mercedes-benz,station wagon: small,2,4,am7,z,8.4,196,"Surcharge of $20,000"
mercedes-benz,station wagon: small,2,4,am7,z,9.1,215,"Surcharge of $20,000"
mercedes-benz,minicompact,2,4,am7,z,8.2,193,"Surcharge of $20,000"
mercedes-benz,minicompact,2,4,am7,z,8.7,204,"Surcharge of $20,000"
mercedes-benz,mid-size,2,4,a9,z,9.7,228,"Surcharge of $20,000"
mercedes-benz,mid-size,3,6,a9,z,10.3,244,"Surcharge of $20,000"
mercedes-benz,suv: small,2,4,am7,z,9,209,"Surcharge of $20,000"
mercedes-benz,suv: small,2,4,a9,z,10,234,"Surcharge of $20,000"
mercedes-benz,suv: small,2,4,a9,z,10,234,"Surcharge of $20,000"
mercedes-benz,suv: standard,3,6,a9,z,12.1,282,"Surcharge of $20,000"
mercedes-benz,suv: standard,3,6,a9,z,13.2,312,"Surcharge of $20,000"
mercedes-benz,suv: standard,4.7,8,a9,z,15.1,355,"Surcharge of $20,000"
mercedes-benz,special purpose vehicle,2,4,a7,z,10.7,251,"Surcharge of $20,000"
mercedes-benz,special purpose vehicle,2,4,a7,z,10.5,248,"Surcharge of $20,000"
mercedes-benz,special purpose vehicle,2,4,a7,z,11.4,268,"Surcharge of $20,000"
mercedes-benz,subcompact,4,8,a9,z,11.7,275,"Surcharge of $20,000"
mercedes-benz,two-seater,3,6,a9,z,10.3,241,"Surcharge of $20,000"
mini,subcompact,1.5,3,as6,z,7.9,184,"Surcharge of $10,000"
mini,subcompact,1.5,3,m6,z,7.5,175,"Surcharge of $10,000"
mini,subcompact,1.5,3,as6,z,7.9,184,"Surcharge of $10,000"
mini,subcompact,1.5,3,m6,z,7.5,175,"Surcharge of $10,000"
mini,mid-size,1.5,3,as8,z,9,212,"Surcharge of $20,000"
mini,mid-size,1.5,3,m6,z,9.1,214,"Surcharge of $20,000"
mini,minicompact,1.5,3,as6,z,7.9,184,"Surcharge of $10,000"
mini,minicompact,1.5,3,m6,z,7.5,175,"Surcharge of $10,000"
mini,station wagon: small,1.5,3,as8,z,9.2,215,"Surcharge of $20,000"
mini,station wagon: small,1.5,3,m6,z,9.1,214,"Surcharge of $20,000"
mini,subcompact,2,4,as6,z,8.4,197,"Surcharge of $20,000"
mini,subcompact,2,4,m6,z,9,210,"Surcharge of $20,000"
mini,subcompact,2,4,as6,z,8.4,197,"Surcharge of $20,000"
mini,subcompact,2,4,m6,z,9,210,"Surcharge of $20,000"
mini,mid-size,2,4,as8,z,9.2,214,"Surcharge of $20,000"
mini,mid-size,2,4,m6,z,9.7,227,"Surcharge of $20,000"
mini,minicompact,2,4,as6,z,8.4,197,"Surcharge of $20,000"
mini,minicompact,2,4,m6,z,9,210,"Surcharge of $20,000"
mini,mid-size,2,4,as8,z,9.2,215,"Surcharge of $20,000"
mini,mid-size,2,4,m6,z,9.7,228,"Surcharge of $20,000"
mini,subcompact,2,4,as6,z,8.4,197,"Surcharge of $20,000"
mini,subcompact,2,4,m6,z,9,210,"Surcharge of $20,000"
mini,mid-size,2,4,as8,z,9.2,214,"Surcharge of $20,000"
mini,mid-size,2,4,m6,z,9.7,227,"Surcharge of $20,000"
mini,minicompact,2,4,as6,z,8.4,197,"Surcharge of $20,000"
mini,minicompact,2,4,m6,z,9.4,220,"Surcharge of $20,000"
mini,mid-size,2,4,as8,z,9.3,220,"Surcharge of $20,000"
mini,mid-size,2,4,m6,z,9.7,228,"Surcharge of $20,000"
mitsubishi,compact,1.2,3,av,x,6.4,148,No Tax or Rebate
mitsubishi,compact,1.2,3,m5,x,6.6,153,No Tax or Rebate
mitsubishi,suv: small,3,6,as6,z,10.6,246,"Surcharge of $20,000"
nissan,mid-size,2.5,4,av,x,7.4,174,"Surcharge of $10,000"
nissan,mid-size,2,4,av,x,8.1,190,"Surcharge of $20,000"
nissan,mid-size,2.5,4,av,x,7.5,177,"Surcharge of $10,000"
nissan,suv: standard,5.6,8,as7,x,15.5,364,"Surcharge of $20,000"
nissan,pickup truck: small,2.5,4,a5,x,12.3,290,"Surcharge of $20,000"
nissan,pickup truck: small,4,6,a5,x,12.7,299,"Surcharge of $20,000"
nissan,pickup truck: small,4,6,a5,x,13.9,326,"Surcharge of $20,000"
nissan,pickup truck: small,4,6,m6,x,13.5,317,"Surcharge of $20,000"
nissan,subcompact,3.8,6,am6,z,12.6,295,"Surcharge of $20,000"
nissan,mid-size,1.6,4,av,x,7.2,169,"Surcharge of $10,000"
nissan,compact,1.6,4,a4,x,8,188,"Surcharge of $20,000"
nissan,compact,1.6,4,m5,x,7.9,186,"Surcharge of $20,000"
nissan,suv: small,3.5,6,av,x,10.7,250,"Surcharge of $20,000"
nissan,suv: small,3.5,6,av,x,11,259,"Surcharge of $20,000"
nissan,station wagon: small,2,4,av7,x,8,188,"Surcharge of $20,000"
nissan,station wagon: small,2,4,m6,x,9.2,217,"Surcharge of $20,000"
nissan,station wagon: small,2,4,av7,x,8.4,198,"Surcharge of $20,000"
nissan,mid-size,1.8,4,av,x,7.3,172,"Surcharge of $10,000"
nissan,mid-size,1.8,4,m6,x,7.8,183,"Surcharge of $10,000"
nissan,mid-size,1.6,4,av7,z,8.2,193,"Surcharge of $20,000"
nissan,mid-size,1.6,4,m6,z,8.3,195,"Surcharge of $20,000"
nissan,mid-size,1.6,4,av7,z,8.7,205,"Surcharge of $20,000"
nissan,mid-size,1.6,4,m6,z,8.7,204,"Surcharge of $20,000"
nissan,pickup truck: standard,5.6,8,as7,x,13.3,312,"Surcharge of $20,000"
nissan,pickup truck: standard,5.6,8,as7,x,13.4,315,"Surcharge of $20,000"
nissan,pickup truck: standard,5.6,8,as7,x,14.1,331,"Surcharge of $20,000"
nissan,mid-size,1.6,4,av,x,7,164,"Surcharge of $10,000"
nissan,mid-size,1.6,4,m5,x,7.7,180,"Surcharge of $10,000"
porsche,minicompact,3,6,am7,z,9.4,221,"Surcharge of $20,000"
porsche,minicompact,3,6,m7,z,10.1,237,"Surcharge of $20,000"
porsche,minicompact,3,6,am7,z,9.7,227,"Surcharge of $20,000"
porsche,minicompact,3,6,m7,z,10.3,241,"Surcharge of $20,000"
porsche,minicompact,3,6,am7,z,10.4,243,"Surcharge of $20,000"
porsche,minicompact,3,6,m7,z,11.2,260,"Surcharge of $20,000"
porsche,minicompact,3,6,am7,z,10.7,249,"Surcharge of $20,000"
porsche,minicompact,3,6,m7,z,11,258,"Surcharge of $20,000"
porsche,minicompact,3,6,am7,z,9.7,226,"Surcharge of $20,000"
porsche,minicompact,3,6,m7,z,10.3,242,"Surcharge of $20,000"
porsche,minicompact,3,6,am7,z,9.7,228,"Surcharge of $20,000"
porsche,minicompact,3,6,m7,z,10.4,243,"Surcharge of $20,000"
porsche,minicompact,3,6,am7,z,10.6,248,"Surcharge of $20,000"
porsche,minicompact,3,6,m7,z,12.3,286,"Surcharge of $20,000"
porsche,minicompact,3,6,am7,z,9.6,225,"Surcharge of $20,000"
porsche,minicompact,3,6,m7,z,10.4,242,"Surcharge of $20,000"
porsche,minicompact,3,6,am7,z,9.8,230,"Surcharge of $20,000"
porsche,minicompact,3,6,m7,z,10.5,246,"Surcharge of $20,000"
porsche,minicompact,3,6,am7,z,10.6,248,"Surcharge of $20,000"
porsche,minicompact,3,6,m7,z,11,257,"Surcharge of $20,000"
porsche,minicompact,3,6,am7,z,10.7,250,"Surcharge of $20,000"
porsche,minicompact,3,6,m7,z,11.2,260,"Surcharge of $20,000"
porsche,minicompact,3,6,am7,z,9.9,232,"Surcharge of $20,000"
porsche,minicompact,3,6,m7,z,10.4,243,"Surcharge of $20,000"
porsche,minicompact,3,6,am7,z,9.9,231,"Surcharge of $20,000"
porsche,minicompact,3,6,m7,z,10.5,246,"Surcharge of $20,000"
porsche,two-seater,3.8,6,am7,z,13.5,315,"Surcharge of $20,000"
porsche,two-seater,4,6,am7,z,13.9,324,"Surcharge of $20,000"
porsche,two-seater,4,6,m6,z,15.1,352,"Surcharge of $20,000"
porsche,two-seater,4,6,am7,z,14.4,335,"Surcharge of $20,000"
porsche,two-seater,4,6,m6,z,14.1,334,"Surcharge of $20,000"
porsche,two-seater,4,6,m6,z,15.1,350,"Surcharge of $20,000"
porsche,minicompact,3,6,am7,z,9.8,228,"Surcharge of $20,000"
porsche,minicompact,3,6,m7,z,10.5,246,"Surcharge of $20,000"
porsche,minicompact,3,6,am7,z,10.8,251,"Surcharge of $20,000"
porsche,minicompact,3,6,m7,z,11.4,266,"Surcharge of $20,000"
porsche,minicompact,3,6,am7,z,10,233,"Surcharge of $20,000"
porsche,minicompact,3,6,m7,z,10.5,246,"Surcharge of $20,000"
porsche,minicompact,3.8,6,am7,z,11.4,266,"Surcharge of $20,000"
porsche,minicompact,3.8,6,am7,z,11.4,267,"Surcharge of $20,000"
porsche,minicompact,3.8,6,am7,z,11.4,266,"Surcharge of $20,000"
porsche,minicompact,3.8,6,am7,z,11.4,267,"Surcharge of $20,000"
porsche,minicompact,3.8,6,am7,z,12.7,297,"Surcharge of $20,000"
porsche,two-seater,2,4,am7,z,9.4,219,"Surcharge of $20,000"
porsche,two-seater,2,4,m6,z,9.8,229,"Surcharge of $20,000"
porsche,two-seater,2.5,4,am7,z,10.6,249,"Surcharge of $20,000"
porsche,two-seater,2.5,4,m6,z,11,257,"Surcharge of $20,000"
porsche,two-seater,2.5,4,am7,z,9.9,231,"Surcharge of $20,000"
porsche,two-seater,2.5,4,m6,z,10.7,249,"Surcharge of $20,000"
porsche,suv: standard,3,6,as8,z,11.4,265,"Surcharge of $20,000"
porsche,suv: standard,2.9,6,as8,z,11.8,275,"Surcharge of $20,000"
porsche,two-seater,2,4,am7,z,9.4,219,"Surcharge of $20,000"
porsche,two-seater,2,4,m6,z,9.8,229,"Surcharge of $20,000"
porsche,two-seater,2.5,4,am7,z,10.6,249,"Surcharge of $20,000"
porsche,two-seater,2.5,4,m6,z,11,257,"Surcharge of $20,000"
porsche,two-seater,2.5,4,am7,z,9.9,231,"Surcharge of $20,000"
porsche,two-seater,2.5,4,m6,z,10.7,249,"Surcharge of $20,000"
ram,pickup truck: standard,3.6,6,a8,x,10.4,246,"Surcharge of $20,000"
ram,pickup truck: standard,5.7,8,a8,x,12.9,302,"Surcharge of $20,000"
ram,pickup truck: standard,3,6,a8,d,10.4,278,"Surcharge of $20,000"
ram,pickup truck: standard,3.6,6,a8,x,11.9,280,"Surcharge of $20,000"
ram,pickup truck: standard,3.6,6,a8,e,17,283,"Surcharge of $20,000"
ram,pickup truck: standard,5.7,8,a6,x,14.8,346,"Surcharge of $20,000"
ram,pickup truck: standard,3,6,a8,d,10.8,289,"Surcharge of $20,000"
ram,pickup truck: standard,3.6,6,a8,x,12.6,294,"Surcharge of $20,000"
ram,pickup truck: standard,3.6,6,a8,e,18,300,"Surcharge of $20,000"
ram,pickup truck: standard,5.7,8,a6,x,16.3,382,"Surcharge of $20,000"
ram,pickup truck: standard,5.7,8,a8,x,14,328,"Surcharge of $20,000"
ram,special purpose vehicle,2.4,4,a9,x,9.9,232,"Surcharge of $20,000"
rolls-royce,station wagon: mid-size,6.7,12,as8,z,16.3,382,"Surcharge of $20,000"
rolls-royce,compact,6.6,12,as8,z,17,397,"Surcharge of $20,000"
rolls-royce,full-size,6.6,12,as8,z,17,397,"Surcharge of $20,000"
rolls-royce,full-size,6.6,12,as8,z,17,397,"Surcharge of $20,000"
rolls-royce,mid-size,6.6,12,as8,z,16.6,388,"Surcharge of $20,000"
subaru,minicompact,2,4,m6,z,9.9,231,"Surcharge of $20,000"
subaru,suv: small,2,4,av7,x,8.1,188,"Surcharge of $20,000"
subaru,mid-size,2,4,m5,x,8.9,209,"Surcharge of $20,000"
subaru,station wagon: small,2,4,av7,x,7.6,177,"Surcharge of $10,000"
subaru,mid-size,2.5,4,av7,x,8.2,193,"Surcharge of $20,000"
subaru,mid-size,3.6,6,av6,x,10.3,241,"Surcharge of $20,000"
subaru,suv: small,2.5,4,av7,x,8.5,198,"Surcharge of $20,000"
subaru,suv: small,3.6,6,av6,x,10.5,247,"Surcharge of $20,000"
subaru,compact,2,4,av8,z,11.2,256,"Surcharge of $20,000"
subaru,compact,2,4,m6,z,10,235,"Surcharge of $20,000"
subaru,compact,2.5,4,m6,z,12.7,296,"Surcharge of $20,000"
toyota,suv: standard,4,6,as5,x,13.2,308,"Surcharge of $20,000"
toyota,suv: standard,4,6,as5,x,13.2,308,"Surcharge of $20,000"
toyota,minicompact,2,4,m6,z,9.9,232,"Surcharge of $20,000"
toyota,mid-size,2.5,4,as8,x,7.4,173,"Surcharge of $10,000"
toyota,mid-size,2.5,4,as8,x,7.5,175,"Surcharge of $10,000"
toyota,mid-size,2.5,4,av6,x,4.9,113,"Rebate of $10,000"
toyota,mid-size,2.5,4,av6,x,5.1,121,"Rebate of $10,000"
toyota,mid-size,1.8,4,av,x,7.5,174,"Surcharge of $10,000"
toyota,mid-size,1.8,4,av7,x,7.6,178,"Surcharge of $10,000"
toyota,mid-size,1.8,4,m6,x,7.6,178,"Surcharge of $10,000"
toyota,mid-size,1.8,4,av,x,6.9,163,"Surcharge of $10,000"
toyota,compact,2,4,av10,x,6.7,157,No Tax or Rebate
toyota,suv: small,3.5,6,as8,x,10.3,243,"Surcharge of $20,000"
toyota,suv: standard,3.5,6,as8,x,10.6,250,"Surcharge of $20,000"
toyota,suv: standard,3.5,6,as8,x,10.6,248,"Surcharge of $20,000"
toyota,suv: standard,3.5,6,as8,x,10.4,242,"Surcharge of $20,000"
toyota,suv: standard,3.5,6,av6,x,8.3,193,"Surcharge of $20,000"
toyota,mid-size,1.8,4,av,x,4.4,105,"Rebate of $10,000"
toyota,suv: small,2.5,4,as8,x,7.8,183,"Surcharge of $10,000"
toyota,suv: small,2.5,4,as8,x,8.3,190,"Surcharge of $20,000"
toyota,suv: small,2.5,4,av6,x,6,140,No Tax or Rebate
toyota,suv: standard,5.7,8,as6,x,16.4,384,"Surcharge of $20,000"
toyota,minivan,3.5,6,as8,x,10.8,254,"Surcharge of $20,000"
toyota,pickup truck: small,3.5,6,m6,x,12.9,300,"Surcharge of $20,000"
toyota,pickup truck: standard,4.6,8,as6,x,14.9,354,"Surcharge of $20,000"
toyota,pickup truck: standard,5.7,8,as6,x,16.3,382,"Surcharge of $20,000"
toyota,compact,1.5,4,as6,x,6.6,155,No Tax or Rebate
toyota,compact,1.5,4,m6,x,6.8,164,"Surcharge of $10,000"
toyota,compact,1.5,4,a4,x,7.4,173,"Surcharge of $10,000"
toyota,compact,1.5,4,m5,x,7.2,169,"Surcharge of $10,000"
volkswagen,full-size,2,4,as8,z,10.4,244,"Surcharge of $20,000"
volkswagen,suv: small,2,4,as8,x,10.5,245,"Surcharge of $20,000"
volkswagen,suv: standard,3.6,6,as8,x,12.2,286,"Surcharge of $20,000"
volkswagen,compact,2,4,as6,x,8.2,191,"Surcharge of $20,000"
volkswagen,subcompact,2,4,as6,x,8.2,191,"Surcharge of $20,000"
volkswagen,compact,2,4,as6,x,8.1,189,"Surcharge of $20,000"
volkswagen,subcompact,2,4,as6,x,8.1,189,"Surcharge of $20,000"
volkswagen,compact,1.4,4,as8,x,7.4,172,"Surcharge of $10,000"
volkswagen,compact,1.4,4,m6,x,7.4,172,"Surcharge of $10,000"
volkswagen,compact,2,4,am7,x,8.6,202,"Surcharge of $20,000"
volkswagen,compact,2,4,am7,z,9.2,213,"Surcharge of $20,000"
volkswagen,compact,2,4,m6,z,9.9,232,"Surcharge of $20,000"
volkswagen,station wagon: small,1.8,4,am6,x,9.4,220,"Surcharge of $20,000"
volkswagen,station wagon: small,1.8,4,m6,x,9.6,225,"Surcharge of $20,000"
volkswagen,station wagon: small,1.4,4,as8,x,7.6,178,"Surcharge of $10,000"
volkswagen,station wagon: small,1.4,4,m6,x,7.4,172,"Surcharge of $10,000"
volkswagen,station wagon: small,1.8,4,am6,x,9.6,224,"Surcharge of $20,000"
volkswagen,station wagon: small,1.8,4,m6,x,9.3,218,"Surcharge of $20,000"
volkswagen,compact,1.4,4,as8,x,7,162,"Surcharge of $10,000"
volkswagen,compact,2,4,m6,x,8.5,200,"Surcharge of $20,000"
volkswagen,mid-size,2,4,as6,x,8.1,188,"Surcharge of $20,000"
volkswagen,suv: small,2,4,as8,x,9.5,221,"Surcharge of $20,000"
volkswagen,suv: small,2,4,as8,x,9.8,228,"Surcharge of $20,000"
volvo,compact,2,4,as8,z,8.4,197,"Surcharge of $20,000"
volvo,compact,2,4,as8,z,9.4,218,"Surcharge of $20,000"
volvo,mid-size,2,4,as8,z,9.2,215,"Surcharge of $20,000"
volvo,mid-size,2,4,as8,z,9.4,219,"Surcharge of $20,000"
volvo,station wagon: small,2,4,as8,z,8.4,197,"Surcharge of $20,000"
volvo,station wagon: small,2,4,as8,z,9.4,219,"Surcharge of $20,000"
volvo,station wagon: small,2,4,as8,z,9.3,218,"Surcharge of $20,000"
volvo,station wagon: mid-size,2,4,as8,z,9.4,219,"Surcharge of $20,000"
volvo,station wagon: mid-size,2,4,as8,z,10,233,"Surcharge of $20,000"
volvo,suv: small,2,4,as8,z,9,211,"Surcharge of $20,000"
volvo,suv: small,2,4,as8,z,10,233,"Surcharge of $20,000"
volvo,suv: small,2,4,as8,z,10.4,242,"Surcharge of $20,000"
volvo,suv: standard,2,4,as8,z,10,233,"Surcharge of $20,000"
acura,suv: small,3.5,6,as9,z,10.9,254,"Surcharge of $20,000"
acura,suv: small,3.5,6,as9,z,11,258,"Surcharge of $20,000"
acura,suv: small,3,6,am7,z,9,210,"Surcharge of $20,000"
